0	0
0.021428571	0
0.042857142	0
0.064285713	0
0.085714284	0
0.107142855	0
0.128571426	0
0.149999997	0
0.171428568	0
0.192857139	0
0.21428571	0
0.235714281	0
0.257142852	0
0.278571423	0
0.299999994	0
0.321428565	0
0.342857136	0
0.364285707	0
0.385714278	0
0.407142849	0
0.42857142	0
0.449999991	0
0.471428562	0
0.492857133	0
0.514285704	0
0.535714275	0
0.557142846	0
0.578571417	0
0.599999988	0
0.621428559	0
0.64285713	0
0.664285701	0
0.685714272	0
0.707142843	0
0.728571414	0
0.749999985	0
0.771428556	0
0.792857127	0
0.814285698	0
0.835714269	0
0.85714284	0
0.878571411	0
0.899999982	0
0.921428553	0
0.942857124	0
0.964285695	0
0.985714266	0
1.007142837	0
1.028571408	0
1.049999979	0
1.07142855	0
1.092857121	0
1.114285692	0
1.135714263	0
1.157142834	0
1.178571405	0
1.199999976	0
1.221428547	0
1.242857118	0
1.264285689	0
1.28571426	0
1.307142831	0
1.328571402	0
1.349999973	0
1.371428544	0
1.392857115	0
1.414285686	0
1.435714257	0
1.457142828	0
1.478571399	0
1.49999997	0
1.521428541	0
1.542857112	0
1.564285683	0
1.585714254	0
1.607142825	0
1.628571396	0
1.649999967	0
1.671428538	0
1.692857109	0
1.71428568	0
1.735714251	0
1.757142822	0
1.778571393	0
1.799999964	0
1.821428535	0
1.842857106	0
1.864285677	0
1.885714248	0
1.907142819	0
1.92857139	0
1.949999961	0
1.971428532	0
1.992857103	0
2.014285674	0
2.035714245	0
2.057142816	0
2.078571387	0
2.099999958	0
2.121428529	0
2.1428571	0
2.164285671	0
2.185714242	0
2.207142813	0
2.228571384	0
2.249999955	0
2.271428526	0
2.292857097	0
2.314285668	0
2.335714239	0
2.35714281	0
2.378571381	0
2.399999952	0
2.421428523	0
2.442857094	0
2.464285665	0
2.485714236	0
2.507142807	0
2.528571378	0
2.549999949	0
2.57142852	0
2.592857091	0
2.614285662	0
2.635714233	0
2.657142804	0
2.678571375	0
2.699999946	0
2.721428517	0
2.742857088	0
2.764285659	0
2.78571423	0
2.807142801	0
2.828571372	0
2.849999943	0
2.871428514	0
2.892857085	0
2.914285656	0
2.935714227	0
2.957142798	0
2.978571369	0
2.99999994	0
3.021428511	0
3.042857082	0
3.064285653	0
3.085714224	0
3.107142795	0
3.128571366	0
3.149999937	0
3.171428508	0
3.192857079	0
3.21428565	0
3.235714221	0
3.257142792	0
3.278571363	0
3.299999934	0
3.321428505	0
3.342857076	0
3.364285647	0
